unit,purpose,duration,partner,sex,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
THS_EUR,PERS,N1-3,OUT,F,CY	73530.08 	77560.95 	54887.96 	47361.4 	38859.27 	50273.27 	37704.06 b	46451 	48314 	: 	72588 	66791 	51405 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,CZ	168568.79 	125230.72 	98129.42 	85573.12 	77161.81 	90869.51 	76628.22 	: 	: 	: 	: 	74053 	68454 	61679 	45713 	42466 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,DE	3809641.86 	2486977.13 	2301302.82 	2304456.15 	2169648.11 	2254540.27 	2231537.48 	2279830 	1976000 	2200940 	1765000 	1799000 	603128 	929730 	611000 	793000 	1113000 	524586 	400404 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,DK	295807.03 	491108.73 	436647.16 	430708.81 	425980.99 b	320256.34 b	203951.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,EE	111031.99 	53289.31 	44280.99 	35731.01 	47034.17 	38468.53 	41089.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,EL	23433.06 	17780.31 	15035.31 	18418.8 	15500.99 	11298.6 	9984.36 	37349 	41228 	44742 	35301 	41105 	: 	: 	: 	: 	: 	: 	: 	: 	1724 	5861 	4395 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,ES	907600.6 	771731.62 	580080.73 	505877.64 b	433168.33 	364387.54 	368217.1 	390331 	357326 	371597 	315919 	357518 	305765 	314411 	143553 	97962 	85937 	104481 	93819 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,FI	716838.21 	834098.56 	699040.29 	731815.07 	680535.09 	738553.17 	775381.13 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,FR	2686720.11 	1172064.15 	845164.78 	962082.11 	962457.54 	879330.12 	856043.69 b	846351 	875092 	886834 	: 	767000 	750000 	868000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,HR	82550.59 	75900.42 	64099.69 	99266.07 	97855.85 	64770.82 	84464.43 	109968 	74070 	77418 	108489 	66075 	: 	: 	67100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,HU	231088.5 	238892.59 	207428.14 	150115.64 	141802.17 	124625.78 	99678.52 	117342 	118096 	82538 	101761 	61818 	67426 	72070 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,IE	447563.02 	421065.66 	296553.02 	311956.96 	300068.12 	271129.02 	248863.11 	275700 	263100 	249000 	314000 	307600 	: 	192100 	154000 	134900 	123400 	86200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,IT	607134.76 	568777.37 	443141.38 	420908.65 	387743.09 b	389202.14 	500470.47 	: u	: u	: u	: u	454488 	548429 	359350 	345049 	285845 	284026 	261120 	250023 	228806 	374402 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,LT	36773.28 	33080.33 	32371.73 	32562.7 	30229.78 	28853.89 	29648.15 	: 	22273 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,LU	107033.31 	107151.28 	72166.48 	98800.01 	92987.23 	73637.36 	69160.36 	72810 	76600 	83240 	61660 	: 	200821 	167739 	172122 	127894 	139330 	57575 	62207 	52603 	40363 	45140 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,LV	49611.55 	48448.92 	34016.39 	43716.81 	31955.49 	30140.23 	44400.86 	53107 	46577 	45150 	59731 	46782 	30358 	36878 	9405 	9456 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,MT	37827.52 	30397.13 	25821.65 	16360.91 	17552.95 b	16703.16 	12997.16 	12745 	8628 	2643 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,NL	677242.78 	802928.86 	392453.39 	413558.5 	354692.89 	362461.76 	411045.53 b	349000 	307000 	361000 	322000 	329000 	269000 	269000 	298000 	306000 	401000 	208000 	224167 	223714 	209941 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,NO	679786.22 	718602.76 	621025.22 	702105.69 	721338.72 	631212.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,PL	: 	214357.74 	196320.64 	166241.53 	171511.94 b	254410.99 	184671.8 	38830 e	45059 	48526 	71183 e	15858 	46202 e	37286 e	86154 e	18184 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,PT	64578.17 	52204.63 	50978.79 	44342.61 	35302.23 	23626.98 	26847.93 	24775 	39797 	40910 	: u	23686 	23193 	37435 	32351 	24054 	28312 	24559 	16238 	17202 	11182 	24045 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,RO	: 	14346.9 	16665.11 	11482.96 u	9331.55 u	11099.17 u	10436.8 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,SE	: 	: 	412729.74 	599412.02 	475542.27 	: 	: 	582515 	497835 	396456 	522298 	417401 	461619 	: 	: 	: 	: 	: 	: 	: 	: 	261582 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,SI	78221.7 	85089.12 	66754.91 	62154.29 	66447.7 	57994.46 	56184.91 	55319 	63244 	54158 	48777 	43881 	37112 	38945 	30769 	21839 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,SK	149325.26 	94352.03 	77561.31 	54813.33 u	65106.95 	26307.32 bu	51838.73 	67692 	49356 	38549 	33591 	31660 	23539 	24624 	14645 	29796 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,F,UK	: 	: 	: 	: 	: 	1033980.79 	: u	819348 	718691 	839563 	1193047 	1522635 	: 	: 	2238087 	2092941 	2436744 	2177451 	1891619 	948333 	715517 	517114 	356354 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,AT	653637.2 	647104.37 	633086.69 	535125.91 	596039.12 	525788.94 	477935.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,BE	496756.1 	464539.36 b	525964.75 	396554.87 	406199.9 	375104.86 	300513.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,BG	18115.49 	19421.2 	14218.06 u	13199.28 u	15009.96 	14344.63 	12196.77 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,CH	932612.43 	970931.18 	864763.28 	967073.29 	635771.5 	842587.44 	390651.98 	546653 	397825 	556843 	485700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,CY	76859.52 	63407.5 	47546.22 	34159.52 	37989.94 	37969.95 	29081.55 b	37537 	34724 	: 	44444 	38855 	29271 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,CZ	160746.21 	84706.3 	114799.97 	103658.74 	105787.26 	91450.08 	81411.9 	: 	: 	: 	: 	111623 	58682 	62952 	58852 	71790 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,DE	3656391.18 	2796375.25 	2873213.57 	3070269.16 	2176588.15 	2733362.79 	2904518.89 	2238280 	2405000 	2126450 	2472000 	2252000 	534381 	796852 	701000 	1110000 	2278000 	1183641 	516692 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,DK	261092.52 	475699.75 	454238.58 	479133.58 	362308.05 b	422097.17 b	202019.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,EE	92241.4 	41366.46 	41227.5 	40223.91 	36661.75 	38427.22 	27183.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,EL	19736.81 	19032.84 	14967.87 	16993.16 	16538.77 	11433.34 	11448.67 	18696 	26417 	44114 	36518 	27415 	: 	: 	: 	: 	: 	: 	: 	: 	942 	2628 	7211 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,ES	727831.23 	621681.64 	637268.54 	636712.6 b	396991.02 	354878.05 	331995.33 	382519 	365891 	406608 	284975 	330569 	363937 	357472 	148604 	91782 	85538 	109861 	107986 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,FI	573771.78 	730289.46 	736642.33 	677220.16 	666703.78 	746786.24 	750656.78 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,FR	2360713.6 	1100338.92 	850347.64 	911512.01 	1005941.44 	867001.2 	922346.28 b	798570 	696297 	656013 	: 	675000 	923000 	941000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,HR	109794.65 	103979.93 	66426.21 	115216.38 	95456.19 	163995.97 	97025.96 	104968 	72198 	96770 	120265 	100564 	: 	: 	55642 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,HU	203866.23 	214640.7 	190389.18 	136343.72 	143560.86 	116951.87 	88377.56 	93664 	93800 	82570 	87002 	63107 	67790 	94211 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,IE	454077.74 	374119.7 	270933.6 	322195.9 	250501.81 	226582.45 	252981.17 	184400 	204700 	207000 	287000 	302200 	: 	195300 	137000 	134400 	106400 	83300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,IT	576107.04 	637973.27 	503447.2 	487892.47 	303356.12 b	488760.57 	594205.23 	: u	: u	: u	: u	535394 	454337 	328505 	360854 	261578 	325303 	243447 	294519 	289017 	522680 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,LT	40050.79 	37778.25 	40454.8 	41701.59 	42554.83 	39136.08 	34620.22 	: 	27884 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,LU	126675 	118192.83 	86614.84 	106956.17 	114725.08 	78536.29 	74325.02 	99160 	79390 	91350 	72490 	: 	189865 	177818 	178350 	172889 	162177 	69975 	64191 	49144 	44884 	40653 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,LV	46203.18 	33352.25 	34835.65 	36709.33 	20815.4 	26370.81 	23605.2 	31079 	23798 	23526 	34969 	41915 	36467 	23997 	16906 	15978 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,MT	38492.71 	31681.53 	24118.54 	22045.85 	16750.25 b	17724.76 	15528.61 	13808 	10663 	15229 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,NL	676534.51 	580704.27 	453278.56 	369516.6 	404286.47 	459145.76 	438068.65 b	381000 	464000 	448000 	378000 	399000 	340000 	355000 	390000 	355000 	406000 	212000 	240050 	162907 	143715 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,NO	726974.07 	733456.4 	779790.14 	705776.51 	908780.85 	692081.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,PL	: 	398702.08 	223871.82 	247623.1 	164622.86 b	283262.3 	437008.23 	43683 e	52569 	53148 	76877 e	60787 	130907 e	72086 e	136962 e	90917 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,PT	57038.42 	55035.78 	49651.65 	43451.69 	36894.35 	17890.78 	31567.39 	24211 	39252 	38563 	: u	37721 	35044 	26643 	29035 	16272 	12429 	13522 	21144 	9229 	2794 	10693 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,RO	: 	17556.24 	18891.02 	17158.95 	6943.48 u	16029.77 u	15316.73 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,SE	: 	: 	611848.07 	710736.79 	476181.57 	: 	: 	797138 	596814 	484881 	615171 	655236 	558113 	: 	: 	: 	: 	: 	: 	: 	: 	392258 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,SI	82824.35 	81467.89 	59366.41 	73626.42 	57986.67 	71871.84 	59815.78 	67024 	66532 	62394 	51951 	50431 	45185 	39966 	37923 	26961 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,SK	107944.57 	89569.56 	57651.16 u	47282.98 u	48818.47 	30808.37 bu	44412.26 u	50298 	43849 	26743 	55053 	33594 	24559 	17928 	17915 	24112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,M,UK	: 	: 	: 	: 	: 	1437567.38 	: u	1158088 	988167 	1162817 	1680313 	1752053 	: 	: 	3385790 	2968093 	2951191 	2950598 	2428636 	917213 	824322 	687559 	361269 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,AT	1434697.24 	1310139.73 	1233538.56 	1134861.83 	1224971.76 	1066761.07 	1029678.17 	935055 	1059137 	787123 	753664 	723259 	720973 	545469 	854855 	712900 	3934809 	592851 	749442 	: 	: 	: 	917132 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,BE	1021196.44 	953979.2 b	1055463.89 	767898.25 	781022.76 	766032.75 	597194.82 	626686 	513460 	479970 	478117 	448637 	412923 	510426 	467289 	368396 	283565 	273203 	258900 	215965 	242755 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,BG	52437.39 	36572.82 	34315.43 	28090.02 	34432.14 	31802.33 	26904.84 b	58038 	57659 	99317 	41302 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,CH	1776234.78 	1762532.06 	1599611.05 	1728871.71 	1292369.16 	1600393.83 	1085819.7 	1109408 	875322 	1029155 	1057075 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,CY	150389.6 	140968.45 	102434.18 	81520.91 	76849.22 	88243.22 	66785.61 b	83988 	83038 	: 	117032 	105647 	80677 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,CZ	329315 	209937.03 	212929.39 	189231.86 	182949.07 	182319.59 	158040.12 	161125 	190295 	178550 	278391 	185675 	127136 	124631 	104563 	114257 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,DE	7466033.04 	5283352.38 	5174516.39 	5374725.31 	4346236.26 	4987903.06 	5136056.38 	4518120 	4382000 	4327390 	4237000 	4050000 	1137509 	1726582 	1312000 	1903000 	3391000 	1707715 	917096 	2199987 	1281429 	920800 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,DK	556899.55 	966808.48 	890885.74 	909842.4 	788289.04 b	742353.51 b	405971.31 	476932 	531637 	448234 	446560 	368024 	363985 	228613 	179572 	303458 	204777 	195140 	195094 	189602 	163602 	125207 	126084 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,EE	203273.39 	94655.77 	85508.49 	75954.92 	83695.92 	76895.75 	68273.31 	62025 	50740 	46596 	19896 	14478 	15174 	20317 	11906 	13254 	10069 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,EL	43169.88 	36813.16 	30003.19 	35411.96 	32039.77 	22731.94 	21433.03 	56044 	67645 	88856 	71818 	68520 	: 	: 	: 	: 	: 	: 	: 	: 	2667 	8489 	11607 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,ES	1635431.82 	1393413.26 	1217349.27 	1142590.24 b	830159.34 	719265.58 	700212.43 	772849 	723217 	778205 	600894 	688086 	669702 	671884 	257981 	189743 	171474 	214342 	201805 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,FI	1290609.99 	1564388.03 	1435682.61 	1409035.23 	1347238.87 	1485339.41 	1526037.91 b	1055000 	944000 	862000 	742000 	749000 	754000 	782000 	796000 	753000 	777000 	842957 	984236 	350672 	477392 	521474 	448751 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,FR	5047433.71 	2272403.07 	1695512.41 	1873594.12 	1968398.99 	1746331.32 	1778389.97 b	1644921 	1571390 	1542847 	2383000 	1442000 	1673000 	1809000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,HR	192345.24 	179880.35 	130525.91 	214482.44 	193312.04 	228766.79 	181490.39 	214938 	146269 	174188 	228754 	166639 	: 	: 	122741 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,HU	434954.72 	453533.29 	397817.32 	286459.36 	285363.03 	241577.65 	188056.08 	211007 	211899 	165109 	188768 	124922 	135215 	166285 	79917 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,IE	901640.77 	795185.36 	567486.62 	634152.86 	550569.94 	497711.47 	501844.28 	460200 	467800 	454000 	602000 	609800 	548600 	387400 	289000 	269300 	229800 	169500 	92691 	100310 	100478 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,IT	1183241.8 	1206750.64 	946588.58 	908801.11 	691099.21 b	877962.71 	1094675.7 	946253 	1031262 	1247921 	1187154 	989882 	1002765 	687856 	705903 	547424 	609329 	504566 	544541 	517823 	897083 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,LT	76824.06 	70858.58 	72826.53 	74264.29 	72784.61 	67989.96 	64268.37 	53804 	50157 	65501 	119267 	86381 	89432 	66301 	53846 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,LU	233708.31 	225344.11 	158781.32 	205756.18 	207712.31 	152173.65 	143485.38 	171970 	155990 	174590 	134150 	: 	390686 	345558 	350474 	300783 	301507 	127550 	126397 	101747 	85247 	85793 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,LV	95814.73 	81801.17 	68852.04 	80426.14 	52770.9 	56511.04 	68006.06 	84187 	70375 	68675 	94701 	88697 	66824 	60875 	26311 	25433 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,MT	76320.23 	62078.66 	49940.19 	38406.76 	34303.2 b	34427.92 	28525.77 	26553 	19291 	17872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,NL	1353777.29 	1383633.12 	845731.95 	783075.1 	758979.35 	821607.52 	849114.18 b	731000 	771000 	808000 	700000 	728000 	607000 	616000 	686000 	667000 	806000 	420000 	462856 	383898 	354557 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,NO	1406760.29 	1452059.17 	1400815.36 	1407882.19 	1630119.57 	1323294 	: 	1325609 	997589 	871812 	1083333 	984594 	104068 	899091 	775535 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,PL	: 	613059.82 	420192.46 	413864.63 	336134.8 b	537673.29 	621680.03 	82513 e	97630 	101673 	148059 	76645 	177109 e	109371 e	223116 e	109101 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,PT	121616.59 	107240.4 	100630.45 	87794.31 	72196.58 	41517.76 	58415.32 	48985 	79049 	79473 	: u	61407 	58238 	64078 	61386 	40326 	40739 	38081 	37383 	26430 	13976 	34738 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,RO	: 	31903.13 	35556.13 	28641.91 	16275.03 	27128.93 	25753.52 	13078 	15622 	25407 	18650 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,SE	: 	: 	1024577.81 	1310148.81 	951723.83 	: 	: 	1379654 	1094649 	881431 	1137470 	1072746 	1019840 	: 	: 	: 	: 	: 	: 	: 	: 	653840 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,SI	161046.05 	166557.01 	126121.32 	135780.71 	124434.36 	129866.3 	116000.69 	122343 	129776 	116552 	100728 	94311 	82297 	78912 	68693 	48801 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,SK	257269.83 	183921.59 	135212.48 	102096.31 	113925.42 	57115.69 b	96250.99 	117990 	93205 	65293 	88644 	65254 	48097 	42552 	32559 	53908 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,T,UK	: 	: 	: 	: 	: 	2471548.18 	: u	1977438 	1706859 	2009114 	2873361 	3274688 	: 	: 	5624024 	5060889 	5388093 	5128048 	4320419 	1865545 	1539544 	1204673 	717623 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,F,AT	1774248.31 	1577931.8 	1500581.55 	1468718.57 	1492872.05 	1325702.45 	1302729.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,F,BE	705044.94 	668256.27 b	672031.23 	550183.88 	491785.53 	542529.7 	418275.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,F,BG	105073.29 	96707.29 	75953.8 	63303.57 	100406.4 	81573.48 	73720.62 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,F,CH	1196743.83 	1228926.73 	1174577.53 	1250402.37 	1039934.82 	1150409.53 	1096894.88 	903102 	840985 	760261 	912183 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,F,CY	144328.85 	138949.29 	114004.56 	99756.14 	91157.54 	88622.35 	68863.28 b	61519 	64052 	: 	225987 	218128 	24075 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,F,CZ	590694.32 	540416.63 	464472.68 	415223.91 	374810.59 	382314.15 	385007.9 	: 	: 	: 	: 	303555 	320135 	283840 	235166 	289437 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,F,DE	11825702.73 	9013547.8 	8282421.14 	9295121.81 	8509810.65 	9349824.95 	8872925.99 	9242850 	9697000 	9308990 	8317200 	8093000 	3086883 	3186656 	2840000 	3788000 	3331000 	1552283 	1486267 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,F,DK	1337166.48 	2290730.37 	2415381.14 	2063039.18 	2411511.11 b	2072554.83 b	1031618.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,F,EE	315816.09 	155523.09 	127405.64 	119654.34 	106020.62 	75928.97 	79269.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,F,EL	152567.94 	125598.31 	120513.09 	128945.09 	126868.82 	93283.62 	148627.61 	256476 	287323 	407119 	384578 	414195 	: 	: 	: 	: 	: 	: 	: 	: 	71645 	107951 	164512 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,F,ES	6321446.12 	5855100.27 	5128877.41 	4629564.64 b	3642692.08 	3565182.91 	3571850.97 	3423110 	3215456 	3385621 	3421891 	2933567 	3362929 	3597476 	2561975 	2237778 	1870316 	1899975 	1766653 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
