"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","TRA_MODE","Value","Flag and Footnotes"
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","Domestic","Total","2,719,511",""
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","Domestic","Air",":",""
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","Domestic","Land","2,719,511",""
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","Domestic","Railways","104,449",""
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","Domestic","Bus, coach","448,132",""
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","Domestic","Motor vehicle","2,141,731",""
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","Domestic","Waterway",":",""
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","Outbound","Total","424,494",""
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","Outbound","Air","60,489","u"
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","Outbound","Land","283,545",""
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","Outbound","Railways",":","u"
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","Outbound","Bus, coach","70,314","u"
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","Outbound","Motor vehicle","209,510",""
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","Outbound","Waterway","80,460","u"
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Total","3,144,005",""
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Air","60,489","u"
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Land","3,003,056",""
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Railways","108,170",""
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Bus, coach","518,446",""
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Motor vehicle","2,351,241",""
"2014","Latvia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Waterway","80,460","u"
"2014","Latvia","Number","Personal reasons","4 nights or over","Domestic","Total","453,263",""
"2014","Latvia","Number","Personal reasons","4 nights or over","Domestic","Air",":",""
"2014","Latvia","Number","Personal reasons","4 nights or over","Domestic","Land","453,263",""
"2014","Latvia","Number","Personal reasons","4 nights or over","Domestic","Railways",":","u"
"2014","Latvia","Number","Personal reasons","4 nights or over","Domestic","Bus, coach","107,021",""
"2014","Latvia","Number","Personal reasons","4 nights or over","Domestic","Motor vehicle","318,430",""
"2014","Latvia","Number","Personal reasons","4 nights or over","Domestic","Waterway",":",""
"2014","Latvia","Number","Personal reasons","4 nights or over","Outbound","Total","772,473",""
"2014","Latvia","Number","Personal reasons","4 nights or over","Outbound","Air","445,381",""
"2014","Latvia","Number","Personal reasons","4 nights or over","Outbound","Land","295,068",""
"2014","Latvia","Number","Personal reasons","4 nights or over","Outbound","Railways",":","u"
"2014","Latvia","Number","Personal reasons","4 nights or over","Outbound","Bus, coach","102,639",""
"2014","Latvia","Number","Personal reasons","4 nights or over","Outbound","Motor vehicle","154,337",""
"2014","Latvia","Number","Personal reasons","4 nights or over","Outbound","Waterway",":","u"
"2014","Latvia","Number","Personal reasons","4 nights or over","All countries of the world","Total","1,225,735",""
"2014","Latvia","Number","Personal reasons","4 nights or over","All countries of the world","Air","445,381",""
"2014","Latvia","Number","Personal reasons","4 nights or over","All countries of the world","Land","748,331",""
"2014","Latvia","Number","Personal reasons","4 nights or over","All countries of the world","Railways","58,208","u"
"2014","Latvia","Number","Personal reasons","4 nights or over","All countries of the world","Bus, coach","209,660",""
"2014","Latvia","Number","Personal reasons","4 nights or over","All countries of the world","Motor vehicle","472,767",""
"2014","Latvia","Number","Personal reasons","4 nights or over","All countries of the world","Waterway",":","u"
"2014","Latvia","Number","Professional, business","1 night or over","Domestic","Total","84,990","u"
"2014","Latvia","Number","Professional, business","1 night or over","Domestic","Air",":",""
"2014","Latvia","Number","Professional, business","1 night or over","Domestic","Land","84,990","u"
"2014","Latvia","Number","Professional, business","1 night or over","Domestic","Railways",":","u"
"2014","Latvia","Number","Professional, business","1 night or over","Domestic","Bus, coach",":","u"
"2014","Latvia","Number","Professional, business","1 night or over","Domestic","Motor vehicle","42,188","u"
"2014","Latvia","Number","Professional, business","1 night or over","Domestic","Waterway",":",""
"2014","Latvia","Number","Professional, business","1 night or over","Outbound","Total","165,140",""
"2014","Latvia","Number","Professional, business","1 night or over","Outbound","Air","106,828","u"
"2014","Latvia","Number","Professional, business","1 night or over","Outbound","Land","55,424","u"
"2014","Latvia","Number","Professional, business","1 night or over","Outbound","Railways",":","u"
"2014","Latvia","Number","Professional, business","1 night or over","Outbound","Bus, coach",":","u"
"2014","Latvia","Number","Professional, business","1 night or over","Outbound","Motor vehicle","30,731","u"
"2014","Latvia","Number","Professional, business","1 night or over","Outbound","Waterway",":","u"
"2014","Latvia","Number","Professional, business","1 night or over","All countries of the world","Total","250,130",""
"2014","Latvia","Number","Professional, business","1 night or over","All countries of the world","Air","106,828","u"
"2014","Latvia","Number","Professional, business","1 night or over","All countries of the world","Land","140,414",""
"2014","Latvia","Number","Professional, business","1 night or over","All countries of the world","Railways",":","u"
"2014","Latvia","Number","Professional, business","1 night or over","All countries of the world","Bus, coach","42,179","u"
"2014","Latvia","Number","Professional, business","1 night or over","All countries of the world","Motor vehicle","72,919","u"
"2014","Latvia","Number","Professional, business","1 night or over","All countries of the world","Waterway",":","u"
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","Domestic","Total","62,802","u"
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","Domestic","Air",":",""
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","Domestic","Land","62,802","u"
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","Domestic","Railways",":","u"
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","Domestic","Bus, coach",":","u"
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","Domestic","Motor vehicle",":","u"
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","Domestic","Waterway",":",""
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","Outbound","Total","106,571",""
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","Outbound","Air","74,836","u"
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","Outbound","Land","31,735","u"
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","Outbound","Railways",":","u"
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","Outbound","Bus, coach",":","u"
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","Outbound","Motor vehicle",":","u"
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","Outbound","Waterway",":",""
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","All countries of the world","Total","169,373",""
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","All countries of the world","Air","74,836","u"
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","All countries of the world","Land","94,537",""
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","All countries of the world","Railways",":","u"
"2014","Latvia","Number","Professional, business","From 1 to 3 nights","All countries of the world","Bus, coach",":","u"
