unit,indic_il,deg_urb,sex,age,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
NAC,MED_E,DEG3,F,Y18-64,EA18	19109 e	18680 e	18039 e	17736 e	17048 e	16778 e	17092 e	15461 e	15734 e	15508 e	20632 e	17021 e	52116 e	47614 e	: 	: 
NAC,MED_E,DEG3,F,Y18-64,EA19	18882 e	18444 e	17800 e	17484 e	17021 e	16737 e	17033 e	15370 e	15637 e	15493 e	20417 e	18759 e	50856 e	46466 e	: 	: 
NAC,MED_E,DEG3,F,Y18-64,EE	10623 	9856 	9115 	8449 	7496 b	6732 	5974 b	5711 	5877 	6070 	5570 	4508 	3618 	2942 	2515 	: 
NAC,MED_E,DEG3,F,Y18-64,EL	6795 	6787 	6490 	6443 	6548 	7110 	8248 b	10080 	10667 	10520 	9972 	9133 	8880 	9113 	8325 	7183 
NAC,MED_E,DEG3,F,Y18-64,ES	13037 	12645 	11888 	11552 	11314 	11780 	12134 b	12671 	13641 	13754 	13035 b	10447 	10048 	9240 	9241 	: 
NAC,MED_E,DEG3,F,Y18-64,EU	70540 e	65320 e	78930 e	76648 e	65639 e	61378 e	64111 e	75138 e	72527 e	73218 e	71548 e	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y18-64,EU27	70818 e	65571 e	79393 e	77168 e	66050 e	61728 e	64511 e	75726 e	73020 e	73218 e	71548 e	68628 e	80113 e	74774 e	: 	: 
NAC,MED_E,DEG3,F,Y18-64,EU28	70540 e	65320 e	78930 e	76648 e	65639 e	61378 e	64108 e	75138 e	72527 e	: 	: 	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y18-64,FI	26343 	25348 	24849 	25191 	24853 	24416 	23677 b	22648 	21819 	21377 	20334 	19154 	19014 	18158 	17328 	: 
NAC,MED_E,DEG3,F,Y18-64,FR	22419 	22107 	21354 	21644 	21125 	20842 	20783 b	19673 	19753 	19252 	18656 b	16157 	15729 	15039 	14820 	: 
NAC,MED_E,DEG3,F,Y18-64,HR	47320 	44391 	41848 	39220 	37600 	36139 	38180 b	38805 	40784 	: 	: 	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y18-64,HU	1580653 	1415090 	1373006 	1294058 	1210600 	1163936 	1180409 b	1125273 	1082825 	1087975 	1016533 	956853 	867127 	805067 	: 	: 
NAC,MED_E,DEG3,F,Y18-64,IE	25688 p	23753 	22523 	22070 	20447 	18753 	19078 b	18966 	19667 	21112 	21651 	21187 	18670 	17482 	17898 	17131 
NAC,MED_E,DEG3,F,Y18-64,IS	: 	: 	4212955 	3943220 	3795245 	3512719 	3204973 b	3033732 	3078591 	3089410 	2710140 	2410827 	2151185 	2002838 	1936837 	: 
NAC,MED_E,DEG3,F,Y18-64,IT	16137 	16046 	15649 	15318 b	13607 	14018 	14718 	14850 	15286 	14997 	14792 	14372 	13767 	13635 	12858 	: 
NAC,MED_E,DEG3,F,Y18-64,LT	6446 	5752 	5172 	4911 	15473 	14278 	13386 b	12002 	12280 	14960 	12980 	10428 	7760 	6516 	: 	: 
NAC,MED_E,DEG3,F,Y18-64,LU	43544 	37272 	35937 b	37540 	36775 	36661 	35520 b	33032 	31692 	32569 	30444 	31463 	30864 	30355 	29216 	27888 
NAC,MED_E,DEG3,F,Y18-64,LV	7362 	6599 	6248 	5678 	5011 	4492 	4226 b	4063 	4440 	5199 	4300 	2999 	2154 	1865 	: 	: 
NAC,MED_E,DEG3,F,Y18-64,MK	: 	139533 	124875 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y18-64,MT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 
NAC,MED_E,DEG3,F,Y18-64,NL	24869 	24614 	23869 b	21425 	20827 	21508 	21315 b	20814 	21881 	20176 	19391 	18480 	16743 	17268 	: 	: 
NAC,MED_E,DEG3,F,Y18-64,NO	380292 	366441 	354466 	343280 	: 	325799 	315163 b	295313 	290092 	281557 	263320 	237751 	227884 	220318 	214556 	: 
NAC,MED_E,DEG3,F,Y18-64,PL	25088 	23416 	21780 	20494 	19339 	19198 	18425 b	18247 	17000 	16052 	14280 	12265 	10925 	10003 	: 	: 
NAC,MED_E,DEG3,F,Y18-64,PT	8567 	8364 	7932 	7679 	7534 	7423 	7427 b	8133 	8105 	7935 	7822 	7453 	7041 	6877 	6417 	: 
NAC,MED_E,DEG3,F,Y18-64,RO	11981 	9744 	8196 	7727 	7274 	7453 	6374 b	7512 	7317 	6605 	5518 	4754 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y18-64,RS	288000 	261885 	235714 	215867 	210000 	219000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y18-64,SE	261109 	250621 	254384 	244446 	236410 	231819 	225778 b	216166 	208578 	203084 	195777 b	182860 	172519 	167894 	165564 	: 
NAC,MED_E,DEG3,F,Y18-64,SI	13528 	12808 	12403 	12356 	11694 	11783 	11976 b	11931 	11542 	11831 	10862 	9784 	2236057 	2094920 	: 	: 
NAC,MED_E,DEG3,F,Y18-64,SK	7435 	7082 	6900 	6937 	6744 	6644 	6713 b	6109 	5916 	5410 	157530 	145067 	125004 	110443 	: 	: 
NAC,MED_E,DEG3,F,Y18-64,UK	19745 p	20303 b	20109 	20164 	18788 	17912 	18033 b	16724 	16413 	16154 	16566 	16523 	15475 	14540 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,AT	25670 	24987 	23937 	23860 	23668 	22138 	22150 b	20974 	20692 	19855 	19042 b	17746 	17218 	16951 	16635 	15069 
NAC,MED_E,DEG3,F,Y_GE18,BE	22538 	22114 	21733 	21265 	21075 	20820 	19372 b	18280 	17232 	18946 	16980 	16098 	16533 	15680 	14991 	13783 
NAC,MED_E,DEG3,F,Y_GE18,BG	5268 	5237 	4683 b	4819 	5068 	4351 	4197 b	4521 	4693 	4497 	3606 	2551 	2337 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,CH	46279 	45076 	45601 	45552 	43814 b	47052 	46645 b	42816 	42472 	41559 	41173 	40562 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,CY	13555 	12570 	12631 	11935 	13045 	14115 	15616 b	14853 	14409 	14820 	8457 b	8511 	7691 	7089 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,CZ	229736 	219296 	208639 	194440 	186298 	184060 	182787 b	180073 	176662 	172504 	161484 	146536 	136890 	131535 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,DE	22161 	21527 	21214 	20145 	19246 	18641 	18528 b	17306 	16892 	17004 	16251 	16292 	15229 	15635 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,DK	214706 	211073 	205569 	203652 	201555 	200613 	198241 b	187009 b	174630 	171467 	165945 	159974 	162632 	153952 	149782 	148331 
NAC,MED_E,DEG3,F,Y_GE18,EA	18020 e	17553 e	17007 e	16673 e	16304 e	16214 e	16369 e	14952 e	15201 e	14893 e	14653 e	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,EA18	18257 e	17797 e	17247 e	16923 e	16304 e	16069 e	16227 e	14764 e	14902 e	14612 e	19080 e	15802 e	48106 e	44058 e	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,EA19	18020 e	17553 e	17007 e	16673 e	16268 e	16023 e	16165 e	14677 e	14823 e	14581 e	18863 e	17260 e	46927 e	42977 e	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,EE	9028 	8235 	7579 	7094 	6345 b	5778 	5193 b	5051 	5118 	5269 	4771 	3894 	3191 	2634 	2301 	: 
NAC,MED_E,DEG3,F,Y_GE18,EL	6859 	6840 	6610 	6544 	6633 	7427 	8375 b	9467 	10280 	10000 	9333 	8583 	8310 	8462 	7733 	6654 
NAC,MED_E,DEG3,F,Y_GE18,ES	12676 	12132 	11798 	11535 	11380 	11780 	11880 b	12000 	12939 	12966 	12249 b	9700 	9215 	8622 	8426 	: 
NAC,MED_E,DEG3,F,Y_GE18,EU	65029 e	60891 e	73332 e	72115 e	62552 e	58254 e	60164 e	70828 e	68519 e	68920 e	66723 e	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,EU27	65288 e	61138 e	73782 e	72623 e	62949 e	58604 e	60546 e	71400 e	69031 e	68920 e	66723 e	64185 e	75299 e	70930 e	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,EU28	65029 e	60891 e	73332 e	72115 e	62552 e	58254 e	60165 e	70828 e	68519 e	: 	: 	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,FI	23074 	22964 	22150 	22696 	22229 	21892 	21542 b	20597 	20147 	19409 	18407 	17389 	17094 	16467 	15741 	: 
NAC,MED_E,DEG3,F,Y_GE18,FR	22090 	21873 	20903 	21043 	20517 	20384 	20199 b	19129 	19211 	18439 	17949 b	15629 	14970 	14318 	13841 	: 
NAC,MED_E,DEG3,F,Y_GE18,HR	43229 	40300 	38203 	36300 	35557 	33600 	35616 b	35992 	36450 	: 	: 	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,HU	1504698 	1382926 	1335840 	1280000 	1210000 	1155065 	1151040 b	1103831 	1073333 	1080505 	1005861 	940123 	845000 	796917 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,IE	24373 p	22274 	20959 	20697 	19308 	18220 	17878 b	18006 	18786 	19295 	19784 	19299 	17207 	15800 	15789 	15393 
NAC,MED_E,DEG3,F,Y_GE18,IS	: 	: 	4083203 	3802220 	3619747 	3332983 	3051105 b	2937707 	3003852 	2984358 	2622262 	2322688 	2080452 	1944135 	1862099 	: 
NAC,MED_E,DEG3,F,Y_GE18,IT	15841 	15634 	15271 	14862 b	13607 	13771 	14126 	14400 	14479 	14106 	13994 	13248 	12677 	12741 	11990 	: 
NAC,MED_E,DEG3,F,Y_GE18,LT	5637 	5090 	4649 	4393 	14196 	13414 	12574 b	11586 	12137 	13543 	11591 	9337 	7091 	6012 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,LU	42931 	38082 	37397 b	37613 	36951 	37117 	35294 b	32361 	31670 	32569 	30228 	30540 	30352 	29962 	28067 	27096 
NAC,MED_E,DEG3,F,Y_GE18,LV	6360 	5535 	5313 	5037 	4479 	4070 	3870 b	3782 	3973 	4565 	3728 	2726 	1935 	1728 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,MK	: 	139431 	123185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,MT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,NL	23449 	23192 	22736 b	21015 	20155 	20584 	20327 b	19727 	21635 	20176 	18845 	17435 	16129 	16674 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,NO	354190 	337090 	337045 	331754 	: 	307807 	299515 b	275898 	268608 	263555 	241734 	220729 	206183 	203823 	200218 	: 
NAC,MED_E,DEG3,F,Y_GE18,PL	24197 	22950 	21583 	20200 	19029 	18654 	17960 b	17638 	16632 	15600 	13939 	12223 	10983 	10186 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,PT	7931 	7840 	7450 	7132 	7040 	7085 	6902 b	7358 	7417 	7144 	7155 	6728 	6354 	6209 	5739 	: 
NAC,MED_E,DEG3,F,Y_GE18,RO	11343 	9344 	8042 	7680 	7426 	7413 	6480 b	7390 	7137 	6400 	5204 	4339 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,RS	276000 	249000 	228000 	213600 	206286 	216000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,SE	230795 	219488 	227278 	218498 	214026 	213429 	205378 b	195077 	189663 	185863 	178449 b	169693 	161906 	156052 	151917 	: 
NAC,MED_E,DEG3,F,Y_GE18,SI	12739 	12201 	11703 	11780 	11232 	11233 	11449 b	11425 	11013 	11283 	10318 	9369 	2134048 	2023938 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,SK	7358 	6945 	6680 	6623 	6447 	6442 	6392 b	5849 	5591 	5130 	147234 	137107 	118492 	103333 	: 	: 
NAC,MED_E,DEG3,F,Y_GE18,UK	18763 p	19608 b	18620 	18089 	17709 	16839 	17037 b	15448 	15144 	14596 	15126 	15095 	13792 	12311 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,AT	22425 	22245 	21311 	21119 	20398 	19353 	19633 b	17769 	17109 	17033 	16022 b	15202 	14800 	15255 	14530 	12980 
NAC,MED_E,DEG3,F,Y_GE60,BE	18789 	18218 	17201 	16562 	16783 	16094 	15065 b	14283 	13582 	14215 	12428 	13784 	12190 	12654 	10449 	10344 
NAC,MED_E,DEG3,F,Y_GE60,BG	4873 	4710 	4396 b	4337 	4804 	3829 	3729 b	3687 	3893 	3399 	2860 	2222 	2066 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,CH	40148 	36947 	35856 	37431 	36569 b	35114 	34290 b	31698 	35975 	33695 	31755 	36736 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,CY	11180 	10467 	10605 	10433 	10373 	11566 	11622 b	11175 	10493 	9913 	5661 b	5355 	4694 	4224 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,CZ	191490 	183890 	178530 	173805 	170570 	168185 	164133 b	158555 	155580 	147276 	137626 	128800 	121265 	116785 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,DE	19031 	18191 	17818 	17693 	16662 	16392 	16324 b	15423 	15284 	15000 	14493 	14366 	13589 	13832 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,DK	181604 	175729 	169441 	172269 	167767 	163228 	160270 b	151957 b	139004 	135810 	129434 	128007 	124735 	118137 	113680 	109269 
NAC,MED_E,DEG3,F,Y_GE60,EA	16533 e	15986 e	15527 e	15323 e	14920 e	14885 e	14892 e	13665 e	13772 e	13220 e	12868 e	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,EA18	16788 e	16240 e	15763 e	15568 e	14920 e	14744 e	14757 e	13491 e	13493 e	12943 	16143 e	13406 e	37616 e	33405 e	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,EA19	16533 e	15986 e	15527 e	15323 e	14874 e	14694 e	14694 e	13429 e	13452 e	12908 	15938 e	14325 e	36677 e	32567 e	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,EE	6386 	5981 	5616 	5078 	4922 b	4560 	4321 b	4331 	4251 	4142 	3501 	3042 	2630 	2216 	1971 	: 
NAC,MED_E,DEG3,F,Y_GE60,EL	7010 	6945 	6850 	6800 	6900 	7792 	8587 b	8662 	9540 	9069 	8400 	7609 	7365 	7421 	6589 	5787 
NAC,MED_E,DEG3,F,Y_GE60,ES	12327 	11825 	11743 	11716 	11606 	11905 	11592 b	11255 	11840 	11567 	10583 b	8504 	7743 	7179 	7107 	: 
NAC,MED_E,DEG3,F,Y_GE60,EU	58544 e	55040 e	66834 e	66121 e	58352 e	53321 e	53386 e	63391 e	61988 e	61380 e	57239 e	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,EU27	58825 e	55305 e	67301 e	66648 e	58760 e	53677 e	53760 e	63974 e	62547 e	61380 	57239 e	56125 e	64774 e	61902 e	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,EU28	58544 e	55040 e	66834 e	66121 e	58352 e	53321 e	53386 e	63391 e	61988 e	: 	: 	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,FI	19371 	19049 	19388 	19110 	18961 	18419 	17913 b	17194 	17152 	15203 	14301 	13786 	13553 	13189 	12477 	: 
NAC,MED_E,DEG3,F,Y_GE60,FR	21767 	21268 	20450 	20377 	19643 	19363 	19171 b	18396 	18210 	17241 	16656 b	13699 	13006 	13243 	12189 	: 
NAC,MED_E,DEG3,F,Y_GE60,HR	34550 	32597 	31733 	30091 	30027 	28552 	29600 b	28935 	28800 	: 	: 	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,HU	1389583 	1336720 	1301447 	1264000 	1219184 	1160000 	1099720 b	1070770 	1061208 	1063584 	989253 	911000 	795600 	780000 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,IE	21384 p	19202 	17640 	17263 	16676 	16304 	16252 b	16252 	16574 	16275 	16537 	14764 	13740 	12055 	11080 	10215 
NAC,MED_E,DEG3,F,Y_GE60,IS	: 	: 	3810740 	3587441 	3162369 	3016376 	2906277 b	2693198 	2983147 	2882139 	2269307 	1984865 	1837324 	1692672 	1512246 	: 
NAC,MED_E,DEG3,F,Y_GE60,IT	15684 	15246 	14887 	14389 b	13827 	13713 	13693 	13699 	13591 	12964 	12749 	11694 	11336 	11164 	10662 	: 
NAC,MED_E,DEG3,F,Y_GE60,LT	4356 	4126 	3846 	3668 	12439 	12136 	11459 b	11380 	12127 	11760 	9422 	7645 	6184 	5436 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,LU	41896 	41093 	41039 b	36995 	37496 	38226 	35560 b	32361 	31526 	32483 	30005 	28792 	28545 	28503 	26638 	25567 
NAC,MED_E,DEG3,F,Y_GE60,LV	4486 	4122 	4121 	3900 	3719 	3607 	3504 b	3450 	3460 	3094 	2495 	2125 	1637 	1536 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,MK	: 	143600 	120000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,MT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,NL	19503 	18848 	19117 b	19261 	18820 	18791 	18346 b	17877 	20042 	19562 	17821 	14470 	14564 	15021 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,NO	331947 	313779 	317373 	317711 	: 	287624 	276753 b	241732 	231800 	225584 	200713 	178330 	164595 	158158 	154971 	: 
NAC,MED_E,DEG3,F,Y_GE60,PL	22553 	21862 	20846 	19685 	18808 	17967 	17099 b	16500 	15533 	14310 	13200 	12135 	11299 	10660 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,PT	6940 	6868 	6905 	6573 	6434 	6431 	6320 b	6246 	6069 	5843 	5775 	5122 	5138 	5131 	4618 	: 
NAC,MED_E,DEG3,F,Y_GE60,RO	10600 	9064 	8064 	7885 	7886 	7547 	6910 b	7542 	7094 	6191 	4700 	3750 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,RS	252891 	239467 	222000 	212640 	205036 	217143 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,SE	194059 	183783 	185428 	180097 	185617 	179295 	174274 b	160947 	160789 	151540 	146361 b	146818 	143262 	134252 	124818 	: 
NAC,MED_E,DEG3,F,Y_GE60,SI	10634 	10264 	9687 	10120 	9940 	9211 	9571 b	9521 	9432 	9712 	8557 	7797 	1805187 	1693592 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,SK	6932 	6395 	6301 	6236 	6133 	6013 	5761 b	5480 	5156 	4603 	128073 	119520 	106850 	94225 	: 	: 
NAC,MED_E,DEG3,F,Y_GE60,UK	17198 p	18090 b	16983 	15583 	16743 	15021 	14676 b	13670 	13414 	12699 	12419 	11765 	10016 	9593 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,AT	21402 	21105 	20631 	20210 	19717 	18714 	18711 b	16627 	16025 	16579 	15634 b	14580 	14056 	14971 	14129 	12533 
NAC,MED_E,DEG3,F,Y_GE65,BE	18292 	16670 	16420 	15676 	16138 	15588 	14543 b	14283 	13582 	14064 	12369 	13304 	11827 u	12295 u	11347 	10000 
NAC,MED_E,DEG3,F,Y_GE65,BG	4633 	4513 	4213 b	4131 	4631 	3701 	3488 b	3568 	3666 	3155 	2695 	2122 	1962 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,CH	36445 	33225 	33503 	34209 	32258 b	32251 	30965 b	29676 	32007 	30962 	30319 	34583 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,CY	10551 	10270 	10293 	10169 	10020 	11019 	11186 b	10553 	9706 	9449 	5336 b	4805 	4476 	4045 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,CZ	182246 	177600 	172373 	166400 	162167 	161339 	158414 b	151758 	149859 	143632 	133930 	125600 	117000 	113677 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,DE	18986 	17936 	17506 	17587 	16943 	16405 	16491 b	15423 	15214 	15000 	14329 	14010 	13505 	13548 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,DK	171094 	166070 	160642 	162123 	158844 	153293 	150072 b	141522 b	133614 	127689 	126192 	120936 	117224 	110435 	109779 	103408 
NAC,MED_E,DEG3,F,Y_GE65,EA	16010 	15396 e	15030 e	14762 e	14520 e	14548 e	14327 e	13029 e	13151 e	12889 e	12484 e	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,EA18	16263 	15650 e	15263 e	15003 e	14520 e	14405 e	14193 e	12859 e	12884 e	12618 e	15414 e	12870 e	36266 e	32500 e	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,EA19	16010 	15396 e	15030 e	14762 e	14474 e	14357 e	14139 e	12811 e	12855 e	12580 e	15216 e	13568 e	35364 e	31687 e	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,EE	5772 	5482 	5166 	4872 	4679 b	4373 	4059 b	4040 	4068 	3919 	3386 	2946 	2554 	2141 	1903 	: 
NAC,MED_E,DEG3,F,Y_GE65,EL	6951 	6917 	6845 	6773 	6870 	7820 	8587 b	8464 	9331 	8957 	8362 	7457 	7205 	7144 	6418 	5535 
NAC,MED_E,DEG3,F,Y_GE65,ES	11842 	11289 	11580 	11524 	11445 	11789 	11286 b	10791 	11374 	11273 	10162 b	8360 	7507 	7032 	6894 	: 
NAC,MED_E,DEG3,F,Y_GE65,EU	53049 	50428 e	60841 e	60720 e	54615 e	50216 e	50220 e	59773 e	57824 e	56529 e	53624 e	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,EU27	53284 	50657 e	61255 e	61196 e	55000 e	50572 e	50583 e	60326 e	58349 e	56529 e	53624 e	52043 e	61264 e	58700 e	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,EU28	53049 	50428 e	60841 e	60720 e	54615 e	50216 e	50220 e	59773 e	57824 e	: 	: 	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,FI	18411 	18011 	18387 	18251 	18047 	17669 	16430 b	15685 	15650 	14058 	13418 	13103 	12797 	12579 	11922 	: 
NAC,MED_E,DEG3,F,Y_GE65,FR	21177 	20548 	19918 	19518 	19071 	18954 	18133 b	17221 	16858 	16590 	16213 b	12865 	12311 	12473 	11840 	: 
NAC,MED_E,DEG3,F,Y_GE65,HR	32800 	31419 	30506 	28840 	28800 	26800 	27648 b	27600 	27200 	: 	: 	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,HU	1347481 	1315000 	1287662 	1246600 	1210000 	1143833 	1084980 b	1057896 	1052839 	1047865 	986345 	897095 	788347 	768000 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,IE	20544 p	18791 	16744 	16666 	16305 	16113 	15820 b	15912 	16397 	16118 	15971 	14398 	13487 	11850 	10883 	10070 
NAC,MED_E,DEG3,F,Y_GE65,IS	: 	: 	3399713 	3208577 	2899975 	2718462 	2670927 b	2532626 	2806262 	2688007 	2085585 	1861944 	1639320 	1576840 	1478570 	: 
NAC,MED_E,DEG3,F,Y_GE65,IT	15265 	15003 	14560 	14226 b	13617 	13545 	13449 	13326 	13239 	12619 	12297 	11402 	10867 	10636 	10434 	: 
NAC,MED_E,DEG3,F,Y_GE65,LT	4250 	3937 	3784 	3529 	12028 	11952 	11492 b	11317 	11958 	11424 	9141 	7380 	5916 	5256 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,LU	41159 	40719 	40733 b	37613 	37496 	37825 	33575 b	30345 	31345 	32483 	29648 	27693 	27557 	26523 	26107 	25207 
NAC,MED_E,DEG3,F,Y_GE65,LV	4262 	3964 	3926 	3752 	3550 	3474 	3380 b	3379 	3339 	2977 	2432 	2093 	1641 	1496 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,MK	: 	134348 	117785 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,MT	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,NL	18746 	18449 	18548 b	18825 	18486 	18151 	17442 b	18127 u	20388 u	19613 u	17821 u	13229 u	14038 u	14122 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,NO	306527 	288569 	296800 	289921 	: 	259833 	257550 b	221092 	216497 	204531 	186165 	167741 	146716 	148051 	142921 	: 
NAC,MED_E,DEG3,F,Y_GE65,PL	22128 	21438 	20295 	19099 	18332 	17582 	16288 b	15983 	15149 	14050 	13051 	12088 	11240 	10568 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,PT	6789 	6775 	6729 	6488 	6392 	6340 	6269 b	6035 	5827 	5759 	5544 	5060 	4909 	4933 	4550 	: 
NAC,MED_E,DEG3,F,Y_GE65,RO	10130 	8611 	7856 	7618 	7697 	7367 	6613 b	7060 	6710 	5902 	4400 	3583 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,RS	242400 	225600 	216000 	203368 	198133 	208800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,SE	179583 	172109 	167611 	164568 	172641 	162070 	157641 b	144207 	142617 	137114 	131162 b	131863 	125041 	121700 	116423 	: 
NAC,MED_E,DEG3,F,Y_GE65,SI	10279 	9830 	9417 	9840 	9443 	8669 	9192 b	9050 	9061 	9409 	8238 	7653 	1745360 	1654263 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,SK	6812 	6303 	6177 	6050 	6021 	5832 	5546 b	5299 	4983 	4451 	123053 	114986 	104147 	90920 	: 	: 
NAC,MED_E,DEG3,F,Y_GE65,UK	16968 p	17381 b	16192 	15408 	15547 	14616 	14225 b	12410 	12281 	11301 	11113 	10519 	9156 	9593 	: 	: 
NAC,MED_E,DEG3,F,Y_GE75,AT	20505 	20660 	19574 	18877 	19020 	18249 	17571 b	15828 	15055 	15897 	15440 b	13991 	14000 	14407 	13747 	12225 
NAC,MED_E,DEG3,F,Y_GE75,BE	15982 	16100 	15600 	15352 	14740 	14839 	14499 b	14283 u	13582 u	14064 u	11434 u	13304 u	: u	11725 u	11347 u	: u
NAC,MED_E,DEG3,F,Y_GE75,BG	4172 	4138 	3853 b	3711 	4401 	3499 	3166 b	3186 	3156 	2800 	2440 	1965 	1763 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE75,CH	29488 	27786 	32088 	28386 	27249 b	26782 	26550 b	28401 	30794 	30921 	29700 	28775 	: 	: 	: 	: 
NAC,MED_E,DEG3,F,Y_GE75,CY	9549 	9137 	8916 	9288 	9328 	9956 	9871 b	9679 	8721 	8273 	4981 b	4260 	4035 	3753 	: 	: 
NAC,MED_E,DEG3,F,Y_GE75,CZ	165000 	160510 	158371 	156063 	155497 	157220 	150576 b	146788 	145921 	140120 	131958 	122639 	110400 	108300 	: 	: 
